selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
375	tumores	31	51.43	354	0.83	67.55	197.32	24			desconocido
376	subclínico	7	11.61	80	0.19	67.49	44.54	7			desconocido
377	miopía	37	61.38	423	1.00	67.47	235.42	11			desconocido
378	axonal	21	34.84	242	0.57	66.88	133.27	10			desconocido
379	cubital	38	63.04	439	1.03	66.70	240.97	12			desconocido
380	lewontin	14	23.22	162	0.38	66.58	88.73	10			desconocido
381	leucocitosis	7	11.61	81	0.19	66.58	44.37	7			desconocido
382	submucós	5	8.29	58	0.14	66.40	31.66	5			desconocido
383	fisiopatología	21	34.84	244	0.57	66.28	132.92	17	Q1135939	2	muy_generico
384	hematocrito	15	24.88	175	0.41	65.98	94.82	5	Q111146		desconocido
385	edafología	6	9.95	70	0.16	65.98	37.93	5			desconocido
386	syndrome	17	28.20	199	0.47	65.74	107.34	10			desconocido
387	estornudo	19	31.52	223	0.52	65.55	119.87	11			desconocido
388	neurological	8	13.27	94	0.22	65.47	50.45	8			desconocido
