selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
163	molex	8	16.42	48	0.11	174.16	65.17	7			desconocido
164	opcode	6	12.31	36	0.08	174.16	48.88	5			desconocido
165	oculus	98	201.09	592	1.39	172.75	796.85	8			desconocido
166	gflops	11	22.57	67	0.16	171.05	89.25	8			desconocido
167	cpus	55	112.86	340	0.80	168.05	444.46	35			desconocido
168	raspberry	105	215.45	657	1.55	165.64	845.76	11			desconocido
169	shugart	19	38.99	119	0.28	165.46	153.00	6			desconocido
170	modificadora	7	14.36	44	0.10	164.75	56.32	6			desconocido
171	pulgado	7	14.36	44	0.10	164.75	56.32	5			desconocido
172	shader	29	59.51	183	0.43	163.99	233.06	11			desconocido
173	ramdac	6	12.31	38	0.09	163.28	48.17	5			desconocido
174	touchpad	6	12.31	38	0.09	163.28	48.17	6			desconocido
175	gpgpu	13	26.68	83	0.20	161.72	104.15	7			desconocido
176	búfer	91	186.73	585	1.38	160.41	727.68	31			desconocido
177	arkanoid	18	36.93	117	0.28	158.33	143.51	5			desconocido
178	multiobjetivo	6	12.31	39	0.09	158.33	47.84	5			desconocido
179	pcie	38	77.97	249	0.59	156.83	302.30	16			desconocido
180	macintosh	360	738.70	2408	5.67	153.07	2847.92	64	Q75687		desconocido
181	retrocompatible	12	24.62	81	0.19	151.45	94.70	10			desconocido
182	firewalls	13	26.68	88	0.21	150.94	102.51	5			desconocido
183	multiagente	17	34.88	116	0.27	149.53	133.76	6			desconocido
184	micron	28	57.45	194	0.46	146.89	219.39	13			desconocido
185	retroiluminado	20	41.04	139	0.33	146.36	156.57	12			desconocido
186	gigabyt	33	67.71	230	0.54	145.87	258.15	25			desconocido
187	rayadura	8	16.42	56	0.13	145.14	62.51	5			desconocido
188	signetics	7	14.36	49	0.12	145.14	54.69	5			desconocido
189	háptico	21	43.09	148	0.35	143.99	163.77	14			desconocido
190	risc	108	221.61	763	1.80	143.59	841.71	45			desconocido
191	processor	41	84.13	292	0.69	142.25	318.83	28			desconocido
192	alphago	22	45.14	157	0.37	141.91	170.98	6			desconocido
193	haswell	21	43.09	150	0.35	141.76	163.17	11	Q59069		desconocido
194	pencil	27	55.40	193	0.45	141.64	209.75	10			desconocido
195	kinect	73	149.79	526	1.24	140.33	565.85	10	Q474334	5	especifico
196	accesorios	61	125.17	441	1.04	139.79	472.40	48			desconocido
197	nmos	12	24.62	87	0.20	139.33	92.86	9			desconocido
198	omap	8	16.42	58	0.14	139.33	61.91	6			desconocido
199	display	94	192.88	690	1.62	137.34	724.91	29			desconocido
200	scsi	73	149.79	542	1.28	135.54	561.19	22			desconocido
201	floppy	14	28.73	104	0.24	135.46	107.61	8			desconocido
202	bios	128	262.65	965	2.27	133.17	979.83	34			desconocido
203	gbit	47	96.44	358	0.84	131.60	358.75	20			desconocido
204	clustering	14	28.73	107	0.25	131.09	106.76	11			desconocido
205	centronics	12	24.62	92	0.22	130.62	91.43	9			desconocido
206	nits	18	36.93	140	0.33	128.48	136.60	9			desconocido
207	deepmind	21	43.09	164	0.39	127.88	159.18	12			desconocido
208	interconnect	6	12.31	47	0.11	127.44	45.44	6			desconocido
209	vectrex	6	12.31	47	0.11	127.44	45.44	5			desconocido
210	bionic	59	121.06	463	1.09	127.17	446.61	25			desconocido
211	virtualization	7	14.36	55	0.13	126.99	52.97	5			desconocido
212	gigabyte	12	24.62	95	0.22	125.90	90.61	12			desconocido
213	iphón	14	28.73	111	0.26	125.69	105.67	11			desconocido
214	temporizador	10	20.52	80	0.19	124.40	75.29	8			desconocido
215	itanium	24	49.25	193	0.45	123.67	180.43	8			desconocido
216	northbridge	7	14.36	57	0.13	121.91	52.44	6			desconocido
217	wwdc	16	32.83	131	0.31	121.16	119.68	15			desconocido
218	bioinformático	21	43.09	172	0.40	121.11	157.06	10	Q128570	3	generico
219	cyrix	17	34.88	140	0.33	120.36	126.95	9			desconocido
220	allendale	19	38.99	157	0.37	119.90	141.75	5			desconocido
221	adaptador	22	45.14	182	0.43	119.74	164.08	14	Q1005390	1	muy_generico
222	informatics	21	43.09	174	0.41	119.52	156.55	7			desconocido
223	laptops	10	20.52	83	0.20	119.29	74.51	5			desconocido
224	omnidireccional	32	65.66	266	0.63	119.09	238.33	9			desconocido
225	controladores	38	77.97	316	0.74	119.03	282.99	36			desconocido
226	hdmi	66	135.43	553	1.30	118.02	490.45	29			desconocido
227	leds	30	61.56	252	0.59	117.68	222.77	13			desconocido
228	epson	36	73.87	303	0.71	117.41	267.18	15			desconocido
229	conmutador	7	14.36	59	0.14	117.23	51.93	6	Q4503	2	generico
230	classic	19	38.99	161	0.38	116.52	140.74	6			desconocido
231	apple	1951	4003.32	16567	38.99	116.24	14443.06	221			desconocido
232	ranuras	6	12.31	51	0.12	116.11	44.40	5			desconocido
233	vram	24	49.25	206	0.48	114.83	177.13	14	Q114894		desconocido
234	macworld	19	38.99	164	0.39	114.11	140.00	14			desconocido
235	direccionamiento	88	180.57	764	1.80	113.36	647.35	54			desconocido
236	motorola	256	525.30	2265	5.33	110.97	1873.00	59			desconocido
237	cortafuego	61	125.17	540	1.27	110.90	446.23	5	Q80998		desconocido
238	neural	38	77.97	338	0.80	110.30	277.60	26			desconocido
239	svga	10	20.52	89	0.21	110.23	73.04	6			desconocido
240	circuitería	22	45.14	196	0.46	110.10	160.64	19			desconocido
241	cuda	37	75.92	333	0.78	108.85	269.38	7			desconocido
242	giroscopio	5	10.26	45	0.11	108.85	36.40	5			desconocido
243	computational	45	92.34	408	0.96	107.95	326.93	15			desconocido
244	direccionar	47	96.44	428	1.01	107.42	341.03	36			desconocido
245	stepping	25	51.30	229	0.54	106.72	181.09	8			desconocido
246	qualcomm	99	203.14	915	2.15	105.65	715.26	21			desconocido
247	mouse	52	106.70	482	1.13	105.31	375.37	25	Q7987	1	muy_generico
248	asynchronous	7	14.36	65	0.15	105.10	50.51	6			desconocido
249	pins	9	18.47	84	0.20	104.50	64.84	8			desconocido
250	criptográfica	29	59.51	271	0.64	104.35	208.85	15			desconocido
251	teclas	10	20.52	94	0.22	103.67	71.89	10			desconocido
252	convolucional	17	34.88	160	0.38	103.52	122.18	14			desconocido
253	nvidia	245	502.72	2314	5.45	103.12	1758.96	54			desconocido
254	fpga	30	61.56	285	0.67	102.45	215.02	13			desconocido
255	interrupt	7	14.36	67	0.16	101.60	50.06	6			desconocido
256	gigahercio	5	10.26	48	0.11	101.26	35.73	5			desconocido
257	oled	38	77.97	367	0.86	100.58	271.05	21			desconocido
258	nanómetro	72	147.74	712	1.68	97.97	510.01	34			desconocido
259	nvme	10	20.52	99	0.23	97.84	70.81	6			desconocido
260	computabilidad	12	24.62	119	0.28	97.66	84.93	5			desconocido
261	firewall	30	61.56	298	0.70	97.48	212.22	8			desconocido
262	peripheral	15	30.78	150	0.35	96.76	105.90	12			desconocido
263	disipador	34	69.77	344	0.81	95.51	239.22	15			desconocido
264	cryptography	12	24.62	122	0.29	95.00	84.31	6			desconocido
265	vlsi	15	30.78	154	0.36	93.97	105.08	12			desconocido
266	ranura	11	22.57	113	0.27	93.91	77.05	6			desconocido
267	infineon	9	18.47	93	0.22	93.30	62.93	8			desconocido
268	cache	10	20.52	104	0.24	92.64	69.79	6			desconocido
269	timer	10	20.52	104	0.24	92.64	69.79	6			desconocido
270	mbit	82	168.26	861	2.03	91.67	570.61	25			desconocido
271	jtag	10	20.52	105	0.25	91.67	69.59	5			desconocido
272	graphics	150	307.79	1577	3.71	91.54	1043.40	57			desconocido
273	sacd	30	61.56	316	0.74	91.34	208.56	6			desconocido
274	vesa	19	38.99	202	0.48	90.41	131.72	9			desconocido
