selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
211	concordancia	18	111.61	2020	4.75	23.68	79.30	10			desconocido
212	inferencia	18	111.61	2040	4.80	23.44	78.96	7			desconocido
213	terminación	54	334.84	6167	14.51	23.26	236.07	17			desconocido
214	presuponer	12	74.41	1371	3.23	23.25	52.45	10			desconocido
215	flexión	19	117.81	2175	5.12	23.21	82.98	9			desconocido
216	verbo	15	93.01	1741	4.10	22.89	65.11	6			desconocido
217	esperanto	19	117.81	2215	5.21	22.79	82.31	8			desconocido
218	predicación	22	136.42	2568	6.04	22.76	95.25	6			desconocido
219	traducción	57	353.44	6699	15.77	22.60	246.05	20			desconocido
220	neuronal	39	241.83	4638	10.92	22.33	167.46	12			desconocido
221	automático	187	1159.55	22686	53.39	21.89	795.83	33			desconocido
222	interpersonal	15	93.01	1853	4.36	21.49	63.32	5			desconocido
223	paradigma	41	254.23	5096	11.99	21.36	172.58	26			desconocido
224	alternancia	18	111.61	2252	5.30	21.22	75.54	10			desconocido
225	subyacer	10	62.01	1259	2.96	21.09	41.85	8			desconocido
226	sufijo	53	328.64	6821	16.05	20.62	219.57	18			desconocido
227	etimología	45	279.04	5923	13.94	20.16	184.49	17	Q35245	1	muy_generico
228	grafía	22	136.42	2933	6.90	19.90	89.66	8			desconocido
229	significación	18	111.61	2411	5.67	19.81	73.20	13			desconocido
230	razonamiento	36	223.23	4832	11.37	19.77	146.25	14			desconocido
231	interdisciplinario	16	99.21	2157	5.08	19.68	64.87	11			desconocido
232	pausa	43	266.63	5897	13.88	19.34	172.93	12	Q4115257		desconocido
233	gredos	17	105.41	2364	5.56	19.08	67.92	8			desconocido
234	diccionario	107	663.48	14880	35.02	19.07	427.48	34			desconocido
235	minimalista	16	99.21	2262	5.32	18.76	63.42	6			desconocido
236	romanz	11	68.21	1559	3.67	18.71	43.55	9			desconocido
