selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
228	medianera	11	24.33	285	0.67	37.69	58.02	7			desconocido
229	vitruvio	38	84.05	986	2.32	37.63	200.30	17			desconocido
230	cruciforme	19	42.02	495	1.17	37.47	100.00	13			desconocido
231	nártex	11	24.33	289	0.68	37.14	57.71	8			desconocido
232	ornamentada	19	42.02	501	1.18	37.00	99.55	14			desconocido
233	palácio	14	30.96	372	0.88	36.71	73.14	5			desconocido
234	estufa	45	99.53	1198	2.82	36.64	234.91	14			desconocido
235	cluniacense	6	13.27	161	0.38	36.34	31.23	6			desconocido
236	basilique	9	19.91	245	0.58	35.80	46.58	7			desconocido
237	cruciform	9	19.91	246	0.58	35.65	46.51	7			desconocido
238	verticalidad	21	46.45	578	1.36	35.39	108.24	18			desconocido
239	suntuosidad	9	19.91	248	0.58	35.35	46.37	7			desconocido
240	volumetría	11	24.33	304	0.72	35.24	56.61	7			desconocido
241	fatimí	13	28.75	364	0.86	34.77	66.56	5			desconocido
242	chahar	11	24.33	308	0.72	34.77	56.32	5			desconocido
243	nouveau	122	269.83	3417	8.04	34.76	624.62	41			desconocido
244	monumentalidad	28	61.93	786	1.85	34.68	143.23	20			desconocido
245	philibert	17	37.60	478	1.13	34.62	86.91	5			desconocido
246	monreale	12	26.54	339	0.80	34.45	61.23	6			desconocido
247	hontañón	12	26.54	340	0.80	34.34	61.16	7			desconocido
248	cimborrio	22	48.66	631	1.49	33.91	111.60	10			desconocido
249	barroco	726	1605.71	20847	49.07	33.87	3681.23	100			desconocido
250	château	28	61.93	807	1.90	33.74	141.77	5			desconocido
251	reconstruida	17	37.60	492	1.16	33.60	85.94	14			desconocido
252	behrens	24	53.08	695	1.64	33.58	121.29	7			desconocido
253	amurallada	7	15.48	203	0.48	33.53	35.36	7			desconocido
254	ladrillo	695	1537.15	20285	47.74	33.30	3501.67	167			desconocido
255	dórica	21	46.45	613	1.44	33.30	105.80	14			desconocido
256	horno	385	851.51	11242	26.46	33.29	1939.44	43	Q36539		desconocido
257	esbeltez	9	19.91	263	0.62	33.26	45.32	9			desconocido
258	jónica	28	61.93	819	1.93	33.23	140.96	14			desconocido
259	esbelta	17	37.60	499	1.17	33.11	85.46	16			desconocido
