selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
216	integrador	10	61.81	847	1.99	31.37	49.44	7			desconocido
217	hipotálamo	10	61.81	849	2.00	31.29	49.39	5			desconocido
218	chimpancé	22	135.99	1873	4.41	31.20	108.55	5			desconocido
219	conducta	9	55.63	771	1.81	31.01	44.30	7			desconocido
220	behavior	21	129.81	1810	4.26	30.82	103.11	11			desconocido
221	mental	28	173.08	2482	5.84	29.95	135.95	18			desconocido
222	gratificación	7	43.27	630	1.48	29.50	33.78	5			desconocido
223	delirio	20	123.63	1813	4.27	29.28	96.24	9			desconocido
224	interrelación	13	80.36	1185	2.79	29.12	62.42	10			desconocido
225	desconexión	13	80.36	1189	2.80	29.02	62.33	6			desconocido
226	lewin	10	61.81	920	2.17	28.85	47.83	7			desconocido
227	causalidad	15	92.72	1430	3.37	27.83	70.71	10			desconocido
228	fisiológica	12	74.18	1155	2.72	27.56	56.35	7			desconocido
229	estimulación	30	185.44	2901	6.83	27.43	140.60	17			desconocido
230	observable	13	80.36	1273	3.00	27.09	60.61	9			desconocido
231	evolutivo	84	519.23	8260	19.44	26.97	390.96	27			desconocido
232	antisocial	9	55.63	892	2.10	26.76	41.75	7			desconocido
233	categorización	10	61.81	998	2.35	26.57	46.26	9			desconocido
234	sociocultural	26	160.71	2598	6.11	26.54	120.20	17			desconocido
235	educacional	26	160.71	2606	6.13	26.46	120.05	8			desconocido
236	adler	30	185.44	3026	7.12	26.29	138.15	10			desconocido
237	determinant	7	43.27	709	1.67	26.18	32.18	7			desconocido
238	maturana	8	49.45	812	1.91	26.12	36.74	5			desconocido
239	homeostasis	7	43.27	719	1.69	25.81	31.99	6			desconocido
240	escala	27	166.89	2774	6.53	25.80	123.38	12			desconocido
241	cortical	10	61.81	1028	2.42	25.79	45.68	8			desconocido
242	pubertad	15	92.72	1551	3.65	25.64	68.36	9			desconocido
243	validez	60	370.88	6258	14.73	25.41	272.42	21			desconocido
244	chomsky	12	74.18	1262	2.97	25.20	54.29	8			desconocido
245	patológico	26	160.71	2737	6.44	25.18	117.59	17			desconocido
246	neuronal	44	271.98	4638	10.92	25.14	198.88	20			desconocido
247	subjetivo	46	284.34	4877	11.48	25.00	207.41	28			desconocido
248	reprimido	14	86.54	1500	3.53	24.73	62.84	8			desconocido
249	cerebral	142	877.74	15399	36.24	24.43	634.07	41			desconocido
250	placentero	9	55.63	976	2.30	24.43	40.19	6			desconocido
251	comprensión	125	772.66	13601	32.01	24.35	557.35	54			desconocido
252	disfunción	19	117.44	2075	4.88	24.26	84.58	11			desconocido
253	contextual	8	49.45	875	2.06	24.22	35.59	7			desconocido
254	metodológico	23	142.17	2521	5.93	24.17	102.23	14			desconocido
255	paidós	11	67.99	1214	2.86	24.01	48.75	9			desconocido
256	motivación	71	438.87	7839	18.45	24.00	314.58	36			desconocido
257	foundations	9	55.63	997	2.35	23.91	39.82	5			desconocido
258	correlacionar	13	80.36	1442	3.39	23.88	57.48	10			desconocido
259	ítem	25	154.53	2776	6.53	23.86	110.49	9			desconocido
260	verbal	65	401.78	7285	17.15	23.63	286.12	28			desconocido
261	estructuración	10	61.81	1125	2.65	23.55	43.95	9			desconocido
262	prenatal	8	49.45	906	2.13	23.39	35.05	5			desconocido
263	alucinación	21	129.81	2380	5.60	23.37	91.99	14			desconocido
264	socialización	14	86.54	1593	3.75	23.28	61.22	11			desconocido
265	subjetividad	12	74.18	1385	3.26	22.94	52.14	8			desconocido
266	empírico	44	271.98	5101	12.01	22.84	190.82	30			desconocido
267	empatía	17	105.08	1980	4.66	22.74	73.57	12			desconocido
268	apetito	15	92.72	1772	4.17	22.41	64.51	8			desconocido
269	impotencia	10	61.81	1182	2.78	22.40	43.00	6			desconocido
270	hipnótico	8	49.45	955	2.25	22.18	34.25	6			desconocido
271	remisión	9	55.63	1078	2.54	22.10	38.47	7			desconocido
272	epilepsia	14	86.54	1678	3.95	22.09	59.82	11			desconocido
273	introspección	8	49.45	967	2.28	21.90	34.05	7			desconocido
274	sujeto	150	927.19	18161	42.74	21.86	638.04	55			desconocido
275	angustia	31	191.62	3756	8.84	21.85	131.82	22			desconocido
276	cualitativo	20	123.63	2432	5.72	21.77	84.91	8			desconocido
277	individuo	9	55.63	1098	2.58	21.70	38.15	9			desconocido
278	razonar	15	92.72	1832	4.31	21.67	63.55	12			desconocido
279	noam	8	49.45	993	2.34	21.32	33.65	6			desconocido
280	dopamina	10	61.81	1245	2.93	21.26	42.00	6			desconocido
281	analítico	48	296.70	6024	14.18	21.09	200.87	15			desconocido
282	primate	23	142.17	2892	6.81	21.05	96.17	11			desconocido
283	innato	20	123.63	2539	5.98	20.84	83.26	16			desconocido
284	inferencia	16	98.90	2040	4.80	20.75	66.47	9			desconocido
285	ánimo	98	605.76	12518	29.46	20.71	406.81	33			desconocido
286	motora	9	55.63	1153	2.71	20.65	37.31	9			desconocido
287	neurológico	25	154.53	3216	7.57	20.57	103.44	20			desconocido
288	jung	70	432.69	9084	21.38	20.39	288.46	14			desconocido
289	explicativo	12	74.18	1557	3.66	20.39	49.45	10			desconocido
290	fonológico	10	61.81	1298	3.06	20.38	41.20	5			desconocido
291	suicida	34	210.16	4437	10.44	20.27	139.75	21			desconocido
292	desorden	44	271.98	5752	13.54	20.24	180.70	17			desconocido
293	demencia	16	98.90	2094	4.93	20.21	65.68	8			desconocido
294	genética	28	173.08	3668	8.63	20.19	114.88	12			desconocido
295	prevalencia	22	135.99	2911	6.85	19.99	89.84	13			desconocido
296	farmacológico	16	98.90	2169	5.11	19.51	64.60	12			desconocido
297	conciencia	11	67.99	1523	3.58	19.10	43.97	8			desconocido
298	inmunológico	12	74.18	1680	3.95	18.89	47.72	6			desconocido
299	malestar	28	173.08	3944	9.28	18.77	111.01	18			desconocido
300	excitación	17	105.08	2397	5.64	18.75	67.37	9			desconocido
301	instinto	19	117.44	2684	6.32	18.72	75.23	10			desconocido
302	vocacional	8	49.45	1132	2.66	18.69	31.65	6			desconocido
303	distorsionado	16	98.90	2280	5.37	18.55	63.08	11			desconocido
304	skinner	18	111.26	2571	6.05	18.51	70.89	11			desconocido
305	racional	63	389.42	9060	21.32	18.38	247.30	26			desconocido
306	mente	19	117.44	2734	6.43	18.37	74.56	13			desconocido
307	edipo	12	74.18	1743	4.10	18.20	46.88	5			desconocido
308	individualidad	9	55.63	1309	3.08	18.18	35.14	6			desconocido
309	exponer él	10	61.81	1455	3.42	18.17	39.03	7			desconocido
310	ulterior	8	49.45	1173	2.76	18.03	31.11	5			desconocido
311	percibido	24	148.35	3554	8.36	17.85	92.88	13			desconocido
312	motoro	8	49.45	1190	2.80	17.77	30.89	8			desconocido
313	biológico	163	1007.55	24306	57.21	17.72	628.65	52			desconocido
314	relajación	15	92.72	2269	5.34	17.47	57.44	6			desconocido
315	inhibidor	24	148.35	3653	8.60	17.36	91.63	9			desconocido
316	causal	16	98.90	2449	5.76	17.26	60.92	12			desconocido
317	subtipo	11	67.99	1717	4.04	16.93	41.47	6			desconocido
318	aptitud	26	160.71	4060	9.56	16.92	98.01	16			desconocido
319	pedagogía	22	135.99	3452	8.12	16.84	82.73	7			desconocido
320	evaluar	121	747.93	19142	45.05	16.70	453.15	52			desconocido
321	subyacente	33	203.98	5226	12.30	16.68	123.52	25			desconocido
322	emotivo	22	135.99	3494	8.22	16.63	82.23	9			desconocido
323	subproducto	12	74.18	1912	4.50	16.58	44.78	6			desconocido
324	etapa	34	210.16	5440	12.80	16.51	126.60	5			desconocido
325	categorizar	10	61.81	1605	3.78	16.46	37.18	8			desconocido
326	distorsión	24	148.35	3854	9.07	16.45	89.20	14			desconocido
327	creencia	172	1063.18	28535	67.16	15.92	628.75	47			desconocido
328	saludable	28	173.08	4661	10.97	15.87	102.18	19			desconocido
329	ocupacional	10	61.81	1664	3.92	15.87	36.50	8			desconocido
330	brain	21	129.81	3528	8.30	15.72	76.27	11			desconocido
331	practice	13	80.36	2191	5.16	15.67	47.14	10			desconocido
332	hormonal	12	74.18	2026	4.77	15.64	43.47	9			desconocido
333	eficacia	59	364.70	9993	23.52	15.59	213.38	23			desconocido
334	sistémico	17	105.08	2902	6.83	15.47	61.23	12			desconocido
335	disciplina	178	1100.27	30424	71.61	15.45	640.72	71			desconocido
336	aplicado	98	605.76	16918	39.82	15.30	350.92	43			desconocido
337	diagnosticar	49	302.88	8509	20.03	15.21	174.92	28			desconocido
338	análisis	50	309.06	8754	20.60	15.08	177.72	15			desconocido
339	parental	10	61.81	1771	4.17	14.91	35.33	8			desconocido
340	racionalidad	9	55.63	1595	3.75	14.90	31.79	6			desconocido
341	prejuicio	29	179.26	5168	12.16	14.81	102.12	15			desconocido
342	agresor	14	86.54	2502	5.89	14.77	49.22	5			desconocido
343	agresividad	9	55.63	1618	3.81	14.68	31.54	8			desconocido
344	abordaje	10	61.81	1803	4.24	14.64	35.00	8			desconocido
345	gage	9	55.63	1623	3.82	14.64	31.49	6			desconocido
346	racionalista	12	74.18	2167	5.10	14.62	41.96	6			desconocido
347	intuitivo	11	67.99	1991	4.69	14.58	38.42	6			desconocido
348	teórico	9	55.63	1631	3.84	14.57	31.41	6			desconocido
349	respuesta	9	55.63	1634	3.85	14.54	31.38	5			desconocido
350	placer	50	309.06	9126	21.48	14.46	173.83	18			desconocido
351	interacción	133	822.11	24336	57.28	14.43	461.78	57			desconocido
352	sexualidad	41	253.43	7507	17.67	14.42	142.30	16			desconocido
353	consciente	77	475.96	14135	33.27	14.38	266.88	40	Q20014196	2	generico
354	repetitivo	14	86.54	2585	6.08	14.30	48.37	10			desconocido
355	factor	305	1885.29	56396	132.73	14.28	1053.00	77			desconocido
356	perspectiva	171	1057.00	31793	74.83	14.20	588.62	72			desconocido
357	actitud	141	871.56	26260	61.81	14.17	484.90	36			desconocido
358	experimental	125	772.66	23298	54.83	14.16	429.70	46			desconocido
359	correlación	26	160.71	4849	11.41	14.15	89.35	14			desconocido
360	nervioso	71	438.87	13420	31.59	13.96	242.22	38			desconocido
361	patología	24	148.35	4536	10.68	13.96	81.88	17			desconocido
362	sueño	201	1242.44	38065	89.59	13.94	684.99	30			desconocido
363	activación	33	203.98	6248	14.71	13.94	112.48	19			desconocido
364	temperamento	16	98.90	3039	7.15	13.89	54.44	7			desconocido
365	implícito	20	123.63	3830	9.01	13.78	67.74	10			desconocido
366	relacional	9	55.63	1757	4.14	13.52	30.16	9			desconocido
367	sesgo	21	129.81	4170	9.81	13.29	69.72	14			desconocido
368	regresión	12	74.18	2416	5.69	13.10	39.53	5			desconocido
369	estandarizado	14	86.54	2835	6.67	13.03	45.97	11			desconocido
370	test	21	129.81	4264	10.04	12.99	68.85	11			desconocido
371	inapropiado	11	67.99	2237	5.27	12.97	36.03	7			desconocido
372	fumar	23	142.17	4708	11.08	12.89	75.06	6			desconocido
373	neurona	31	191.62	6363	14.98	12.85	101.02	11			desconocido
374	eficaz	70	432.69	14381	33.85	12.84	227.98	25			desconocido
375	urgencia	30	185.44	6171	14.52	12.83	97.64	7			desconocido
376	mortalidad	34	210.16	7109	16.73	12.62	109.63	8			desconocido
377	percibir	79	488.32	16609	39.09	12.55	253.93	39			desconocido
378	incapacidad	30	185.44	6307	14.84	12.55	96.43	19			desconocido
379	antropología	29	179.26	6106	14.37	12.53	93.14	20			desconocido
380	parkinson	11	67.99	2318	5.46	12.52	35.31	8			desconocido
381	aprendizaje	10	61.81	2126	5.00	12.41	31.94	7			desconocido
382	persistente	31	191.62	6592	15.52	12.40	98.99	10			desconocido
383	auditivo	15	92.72	3212	7.56	12.32	47.71	9			desconocido
384	vergüenza	17	105.08	3651	8.59	12.28	53.98	12			desconocido
385	entendimiento	26	160.71	5680	13.37	12.07	81.73	14			desconocido
386	selectivo	27	166.89	5924	13.94	12.02	84.66	13			desconocido
387	adolescencia	45	278.16	9910	23.32	11.98	140.80	18			desconocido
388	beck	29	179.26	6386	15.03	11.98	90.74	9			desconocido
389	ellis	29	179.26	6382	15.02	11.98	90.78	8			desconocido
390	metáfora	24	148.35	5287	12.44	11.97	75.08	12			desconocido
391	tristeza	20	123.63	4412	10.38	11.95	62.51	12			desconocido
392	negligencia	10	61.81	2221	5.23	11.87	31.13	8			desconocido
393	privación	12	74.18	2668	6.28	11.86	37.34	7			desconocido
394	rasgo	114	704.67	25414	59.81	11.83	354.14	31			desconocido
395	noción	49	302.88	11053	26.01	11.69	151.16	27			desconocido
396	latente	12	74.18	2724	6.41	11.62	36.88	5			desconocido
397	maduración	16	98.90	3647	8.58	11.57	49.05	7			desconocido
398	vivido	13	80.36	2985	7.03	11.48	39.68	7			desconocido
399	health	24	148.35	5544	13.05	11.41	72.99	12			desconocido
400	intrínseco	15	92.72	3481	8.19	11.36	45.49	9			desconocido
401	atípico	11	67.99	2558	6.02	11.34	33.32	5			desconocido
