selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
36	inalienabl	9	33.91	211	0.50	71.27	58.67	8			desconocido
37	convenios	31	116.79	759	1.79	68.12	199.36	9			desconocido
38	digesto	10	37.67	247	0.58	67.50	64.13	5			desconocido
39	litigant	7	26.37	173	0.41	67.45	44.89	6			desconocido
40	aruj	13	48.97	328	0.77	66.02	82.82	6			desconocido
41	sanción	22	82.88	585	1.38	62.51	137.84	10			desconocido
42	decisorio	10	37.67	274	0.64	60.59	62.05	6			desconocido
43	sufragio	38	143.16	1063	2.50	59.30	234.22	14	Q185387		desconocido
44	sustantiva	9	33.91	252	0.59	59.25	55.46	9			desconocido
45	deudor	75	282.55	2105	4.95	59.10	461.78	13			desconocido
46	quebrantamiento	6	22.60	171	0.40	58.17	36.76	5			desconocido
47	estatutario	22	82.88	630	1.48	57.88	134.57	9			desconocido
48	gravado	10	37.67	288	0.68	57.54	61.05	5			desconocido
49	muebl	10	37.67	288	0.68	57.54	61.05	7			desconocido
50	obligaciones	9	33.91	278	0.65	53.52	53.69	5			desconocido
51	regular él	8	30.14	254	0.60	52.02	47.29	7			desconocido
52	cláusula	19	71.58	615	1.45	51.00	111.57	11			desconocido
53	reglamentos	15	56.51	499	1.17	49.58	87.27	7			desconocido
54	vinculante	64	241.11	2130	5.01	49.55	372.29	38			desconocido
55	hammurabi	15	56.51	501	1.18	49.37	87.15	10			desconocido
56	directivas	11	41.44	370	0.87	49.01	63.76	8			desconocido
57	despenalizar	21	79.11	712	1.68	48.61	121.38	8			desconocido
58	privativo	32	120.55	1095	2.58	48.15	184.38	7			desconocido
59	normativo	118	444.54	4061	9.56	47.87	678.55	56			desconocido
60	intervinient	7	26.37	241	0.57	47.85	40.25	7			desconocido
61	halajá	15	56.51	517	1.22	47.80	86.21	6			desconocido
62	mandamiento	68	256.18	2352	5.54	47.62	390.35	7			desconocido
63	lícito	24	90.41	832	1.96	47.51	137.66	15			desconocido
64	constitucionalidad	28	105.48	974	2.29	47.35	160.42	15			desconocido
65	derogado	15	56.51	527	1.24	46.86	85.64	13			desconocido
66	hadiz	7	26.37	250	0.59	46.08	39.74	6			desconocido
67	discrecional	15	56.51	537	1.26	45.97	85.08	7			desconocido
68	inmuebl	24	90.41	860	2.02	45.92	136.09	11			desconocido
69	personales	16	60.28	586	1.38	44.90	90.03	7			desconocido
70	decretos	20	75.35	744	1.75	44.19	111.92	10			desconocido
71	enmendar	39	146.92	1475	3.47	43.44	216.97	24			desconocido
72	visa	83	312.68	3161	7.44	43.13	460.61	5			desconocido
73	constituciones	42	158.23	1601	3.77	43.09	233.01	21			desconocido
74	contravención	7	26.37	268	0.63	42.90	38.77	6			desconocido
75	dictar él	7	26.37	270	0.64	42.58	38.67	6			desconocido
76	pragmática	17	64.04	668	1.57	41.77	93.29	5			desconocido
77	procedimiento	30	113.02	1188	2.80	41.44	164.17	18			desconocido
78	dispensa	20	75.35	797	1.88	41.17	109.20	5			desconocido
79	diritto	9	33.91	361	0.85	40.90	49.02	5			desconocido
80	inciso	26	97.95	1046	2.46	40.77	141.47	17			desconocido
81	legislar	31	116.79	1262	2.97	40.28	167.95	23			desconocido
82	supranacional	14	52.74	582	1.37	39.43	75.27	9			desconocido
83	emanado	19	71.58	790	1.86	39.42	102.15	15			desconocido
84	gentium	9	33.91	379	0.89	38.91	48.16	6			desconocido
85	inconstitucional	53	199.67	2245	5.28	38.68	282.99	22			desconocido
86	norma	956	3601.53	40572	95.49	38.60	5100.93	194			desconocido
87	hiyab	9	33.91	388	0.91	37.99	47.74	6			desconocido
88	decimocuarta	7	26.37	302	0.71	37.96	37.12	6			desconocido
89	ayuno	51	192.13	2214	5.21	37.72	269.84	5			desconocido
90	aplicable	125	470.91	5505	12.96	37.17	657.85	60			desconocido
91	deberes	6	22.60	265	0.62	37.06	31.54	5			desconocido
92	emanada	7	26.37	313	0.74	36.59	36.63	7			desconocido
93	signatario	18	67.81	810	1.91	36.36	93.97	9			desconocido
94	autorización	10	37.67	451	1.06	36.27	52.16	5			desconocido
95	articulado	6	22.60	273	0.64	35.95	31.19	6			desconocido
96	enmienda	52	195.90	2488	5.86	34.15	265.20	27			desconocido
97	derogar	92	346.59	4417	10.40	34.03	468.57	51			desconocido
98	enmendado	8	30.14	384	0.90	34.03	40.75	6			desconocido
99	casación	14	52.74	675	1.59	33.88	71.19	6			desconocido
100	derecho	1475	5556.75	71438	168.14	33.72	7487.16	287	Q7748	0	raiz_de_dominio
101	perito	33	124.32	1602	3.77	33.64	167.36	5			desconocido
102	gravamen	15	56.51	732	1.72	33.47	75.92	8			desconocido
103	punible	12	45.21	588	1.38	33.33	60.64	7			desconocido
104	acreedor	92	346.59	4650	10.94	32.29	459.31	17			desconocido
105	procedimental	10	37.67	507	1.19	32.19	49.86	7			desconocido
106	equity	17	64.04	869	2.05	31.92	84.50	5			desconocido
107	regular	408	1537.05	20883	49.15	31.88	2026.88	155			desconocido
108	notificación	50	188.36	2569	6.05	31.75	248.02	15			desconocido
109	código	468	1763.09	24249	57.07	31.48	2313.76	119	Q922203	2	generico
110	fueros	20	75.35	1059	2.49	30.79	98.03	9			desconocido
111	penar	7	26.37	372	0.88	30.68	34.26	5			desconocido
112	corán	90	339.06	4820	11.34	30.44	439.14	15			desconocido
113	prohíbir	138	519.89	7451	17.54	30.19	671.16	51			desconocido
114	tributación	11	41.44	600	1.41	29.87	53.28	5			desconocido
115	parental	32	120.55	1771	4.17	29.44	154.09	8			desconocido
116	empleador	68	256.18	3784	8.91	29.27	326.72	15			desconocido
117	criminalizar	13	48.97	732	1.72	28.92	62.16	10			desconocido
118	refundido	7	26.37	396	0.93	28.79	33.41	7			desconocido
119	intergubernamental	14	52.74	795	1.87	28.67	66.71	6			desconocido
120	mercantil	70	263.71	3990	9.39	28.56	333.05	20			desconocido
121	derogación	32	120.55	1841	4.33	28.30	151.67	24			desconocido
122	fundamentales	13	48.97	754	1.77	28.06	61.41	10			desconocido
123	funcionamiento	9	33.91	525	1.24	27.90	42.42	8			desconocido
124	probatorio	9	33.91	529	1.25	27.69	42.28	9			desconocido
125	autónomas	9	33.91	532	1.25	27.53	42.18	5			desconocido
126	regulación	25	94.18	1481	3.49	27.47	117.07	14			desconocido
127	presunción	20	75.35	1188	2.80	27.39	93.55	8			desconocido
128	garantías	20	75.35	1206	2.84	26.98	92.97	11			desconocido
129	ilícito	82	308.92	4959	11.67	26.90	380.71	23			desconocido
130	procesal	22	82.88	1332	3.14	26.86	102.09	12			desconocido
131	proporcionalidad	15	56.51	915	2.15	26.66	69.39	8			desconocido
132	constitutivo	35	131.86	2136	5.03	26.65	161.88	25			desconocido
133	laws	18	67.81	1106	2.60	26.46	83.02	11			desconocido
134	habeas	16	60.28	989	2.33	26.30	73.61	8			desconocido
135	contratos	10	37.67	621	1.46	26.18	45.91	5			desconocido
136	tipificar	13	48.97	814	1.92	25.96	59.48	11			desconocido
137	ordenamiento	15	56.51	941	2.21	25.91	68.58	11			desconocido
138	ofensa	30	113.02	1892	4.45	25.77	136.84	12			desconocido
139	precepto	48	180.83	3038	7.15	25.68	218.62	35			desconocido
140	equidad	49	184.60	3128	7.36	25.46	222.36	12			desconocido
141	cónyuge	62	233.57	3968	9.34	25.39	281.05	14			desconocido
142	responsabilidad	30	113.02	1940	4.57	25.13	135.39	11			desconocido
143	salvaguarda	10	37.67	647	1.52	25.11	45.12	9			desconocido
144	inconstitucionalidad	17	64.04	1102	2.59	25.06	76.64	10			desconocido
145	adulterio	37	139.39	2400	5.65	25.05	166.76	10			desconocido
146	emanar	33	124.32	2147	5.05	24.97	148.54	28			desconocido
147	ordenanzas	15	56.51	977	2.30	24.94	67.49	5			desconocido
148	constitución	993	3740.92	64955	152.88	24.83	4459.31	159	Q7755	1	muy_generico
149	omisión	37	139.39	2449	5.76	24.54	165.31	17			desconocido
150	canónico	26	97.95	1747	4.11	24.17	115.41	8			desconocido
151	accesorio	16	60.28	1075	2.53	24.17	71.02	8			desconocido
152	convenio	72	271.24	4863	11.45	24.04	318.88	24			desconocido
153	título	83	312.68	5611	13.21	24.02	367.45	24			desconocido
154	orgánica	80	301.38	5432	12.78	23.91	353.49	25			desconocido
155	penal	287	1081.21	19541	45.99	23.84	1266.63	83			desconocido
156	dictado	62	233.57	4240	9.98	23.74	273.10	36			desconocido
157	leyes	119	448.31	8180	19.25	23.61	523.00	82			desconocido
158	crediticio	16	60.28	1102	2.59	23.57	70.26	6			desconocido
159	penalizar	22	82.88	1525	3.59	23.41	96.33	10			desconocido
160	imperativo	14	52.74	982	2.31	23.14	60.98	11			desconocido
161	revocado	8	30.14	561	1.32	23.14	34.85	7			desconocido
162	codificación	9	33.91	634	1.49	23.03	39.13	7			desconocido
163	contractual	34	128.09	2400	5.65	22.99	147.69	24			desconocido
164	despenalización	13	48.97	923	2.17	22.85	56.32	9			desconocido
165	ratificación	37	139.39	2645	6.23	22.69	159.82	21			desconocido
166	promulgar	168	632.90	12062	28.39	22.59	724.26	83			desconocido
167	criminalización	7	26.37	506	1.19	22.44	30.09	6			desconocido
168	delito	12	45.21	873	2.05	22.29	51.43	11			desconocido
169	servidumbre	41	154.46	2990	7.04	22.24	175.52	12	Q896968	3	especifico
170	administraciones	23	86.65	1679	3.95	22.22	98.42	11			desconocido
171	declaración	133	501.05	9791	23.04	22.03	566.98	47			desconocido
172	promulgación	54	203.43	4078	9.60	21.47	227.56	42			desconocido
173	coacción	15	56.51	1133	2.67	21.46	63.20	8			desconocido
174	hobbes	14	52.74	1060	2.49	21.41	58.93	5			desconocido
175	notarial	15	56.51	1141	2.69	21.31	63.00	7			desconocido
176	observancia	21	79.11	1613	3.80	21.10	87.81	17			desconocido
177	tipificado	8	30.14	615	1.45	21.08	33.44	7			desconocido
178	caducidad	10	37.67	770	1.81	21.05	41.77	7			desconocido
179	primacía	23	86.65	1774	4.18	21.01	95.99	13			desconocido
180	ilegalidad	11	41.44	849	2.00	21.00	45.89	10			desconocido
181	partidas	10	37.67	773	1.82	20.97	41.69	6			desconocido
182	invalidez	8	30.14	620	1.46	20.91	33.31	6			desconocido
183	formalidad	14	52.74	1089	2.56	20.83	58.20	10			desconocido
184	jurisdicción	18	67.81	1412	3.32	20.66	74.54	9			desconocido
185	estatutos	18	67.81	1422	3.35	20.51	74.30	9			desconocido
186	discriminación	18	67.81	1423	3.35	20.49	74.27	15			desconocido
187	tenencia	44	165.76	3522	8.29	20.24	180.51	18			desconocido
188	estatuto	95	357.89	7682	18.08	20.03	387.89	41	Q679847	1	muy_generico
189	tramitación	20	75.35	1618	3.81	20.02	81.64	16			desconocido
190	tribunal	400	1506.91	32385	76.22	20.00	1632.27	99			desconocido
191	vigor	176	663.04	14263	33.57	19.99	717.88	98			desconocido
192	soberanía	16	60.28	1309	3.08	19.79	64.97	8	Q42008	1	muy_generico
193	consentimiento	103	388.03	8452	19.89	19.73	417.67	47			desconocido
194	garantía	137	516.12	11284	26.56	19.66	554.56	54			desconocido
195	maltrato	43	161.99	3557	8.37	19.57	173.70	9			desconocido
196	legalizar	37	139.39	3075	7.24	19.48	149.14	17			desconocido
197	sucesorio	21	79.11	1753	4.13	19.40	84.47	5			desconocido
198	privacidad	51	192.13	4269	10.05	19.34	204.87	6			desconocido
199	perjuicio	55	207.20	4627	10.89	19.24	220.41	30			desconocido
200	regir	135	508.58	11402	26.84	19.17	540.00	83			desconocido
201	solicitante	28	105.48	2376	5.59	19.08	111.75	9			desconocido
202	bolsa	184	693.18	15781	37.14	18.87	730.61	6			desconocido
203	regímén	48	180.83	4134	9.73	18.79	190.21	28			desconocido
204	supuesto	25	94.18	2153	5.07	18.79	99.07	18			desconocido
205	tribunales	33	124.32	2886	6.79	18.50	129.81	22			desconocido
206	reglamento	83	312.68	7272	17.12	18.47	326.20	32	Q240141		desconocido
207	jurisdiccional	36	135.62	3175	7.47	18.35	141.03	23			desconocido
208	competente	60	226.04	5306	12.49	18.30	234.75	37			desconocido
209	forzoso	48	180.83	4274	10.06	18.17	187.17	24			desconocido
210	justiniano	47	177.06	4192	9.87	18.14	183.12	17			desconocido
211	vigencia	73	275.01	6534	15.38	18.07	283.93	42			desconocido
212	locke	39	146.92	3498	8.23	18.04	151.54	10			desconocido
213	sufragista	13	48.97	1172	2.76	17.94	50.39	5			desconocido
214	propiedad	48	180.83	4331	10.19	17.93	185.96	19			desconocido
215	universal	19	71.58	1723	4.06	17.84	73.43	11			desconocido
216	regulatorio	14	52.74	1271	2.99	17.82	54.08	8			desconocido
217	exigir él	9	33.91	817	1.92	17.82	34.76	8			desconocido
218	prescrito	11	41.44	1004	2.36	17.72	42.38	11			desconocido
219	edicto	35	131.86	3225	7.59	17.55	134.21	12	Q1284645	2	generico
220	prohibición	11	41.44	1016	2.39	17.51	42.13	9			desconocido
221	regulado	83	312.68	7730	18.19	17.36	316.58	57			desconocido
222	negación	45	169.53	4202	9.89	17.32	171.41	5			desconocido
223	credo	22	82.88	2054	4.83	17.32	83.81	6			desconocido
224	progenitor	39	146.92	3659	8.61	17.23	148.21	12			desconocido
225	destinatario	29	109.25	2721	6.40	17.23	110.20	8			desconocido
226	garantizado	34	128.09	3234	7.61	17.00	128.33	18			desconocido
227	torá	38	143.16	3651	8.59	16.82	142.70	11			desconocido
228	decisión	9	33.91	869	2.05	16.74	33.71	5	Q732833		desconocido
229	tributario	70	263.71	6765	15.92	16.73	262.09	17			desconocido
230	expidir	11	41.44	1064	2.50	16.71	41.17	9			desconocido
231	droit	11	41.44	1067	2.51	16.66	41.11	8			desconocido
232	pena	280	1054.84	27251	64.14	16.61	1044.65	62			desconocido
233	goce	17	64.04	1655	3.90	16.60	63.42	9			desconocido
234	subjetivo	50	188.36	4877	11.48	16.57	186.34	21			desconocido
235	incompatibilidad	15	56.51	1463	3.44	16.57	55.90	6			desconocido
236	olvido	58	218.50	5732	13.49	16.35	214.71	5			desconocido
237	facultar	9	33.91	892	2.10	16.30	33.27	9			desconocido
238	causante	19	71.58	1905	4.48	16.12	69.82	7			desconocido
239	ordinario	141	531.19	14195	33.41	16.05	517.06	55			desconocido
240	autor	54	203.43	5450	12.83	16.01	197.77	5			desconocido
241	tácito	9	33.91	909	2.14	16.00	32.95	8			desconocido
242	subordinación	15	56.51	1524	3.59	15.90	54.75	9			desconocido
243	normativa	83	312.68	8478	19.95	15.82	302.10	41			desconocido
244	administrativo	60	226.04	6163	14.51	15.73	217.76	26			desconocido
245	protección	127	478.45	13246	31.18	15.49	457.27	34			desconocido
246	bien	362	1363.76	37816	89.00	15.46	1302.31	93			desconocido
247	garante	9	33.91	941	2.21	15.45	32.36	5			desconocido
248	impugnación	9	33.91	955	2.25	15.22	32.11	6			desconocido
249	gravar	10	37.67	1066	2.51	15.15	35.60	6			desconocido
250	demandado	16	60.28	1713	4.03	15.08	56.82	11			desconocido
251	promulgado	71	267.48	7617	17.93	15.05	251.88	55			desconocido
252	códigos	10	37.67	1076	2.53	15.01	35.42	8			desconocido
253	competencia	40	150.69	4307	10.14	15.00	141.63	7			desconocido
254	acoger él	9	33.91	976	2.30	14.89	31.75	6			desconocido
255	ordenanza	19	71.58	2062	4.85	14.88	66.99	8	Q1298239		desconocido
256	enumeración	10	37.67	1091	2.57	14.80	35.16	8			desconocido
257	prerrogativa	18	67.81	1967	4.63	14.77	63.23	18			desconocido
258	aprobar él	10	37.67	1098	2.58	14.70	35.04	10			desconocido
259	deber	120	452.07	13198	31.06	14.68	420.12	68			desconocido
260	crueldad	31	116.79	3415	8.04	14.65	108.44	5			desconocido
261	eximir	10	37.67	1102	2.59	14.65	34.97	7			desconocido
262	procedimientos	9	33.91	994	2.34	14.62	31.44	6			desconocido
263	retribución	13	48.97	1439	3.39	14.58	45.36	8			desconocido
264	legislación	29	109.25	3213	7.56	14.57	101.13	20	Q49371	1	muy_generico
265	rabínico	14	52.74	1553	3.66	14.55	48.79	5			desconocido
266	libertades	11	41.44	1226	2.89	14.48	38.24	10			desconocido
267	validez	56	210.97	6258	14.73	14.44	194.39	35			desconocido
268	pactado	19	71.58	2126	5.00	14.42	65.91	13			desconocido
269	prescripción	19	71.58	2129	5.01	14.40	65.86	15			desconocido
270	enjuiciar	11	41.44	1237	2.91	14.35	38.05	7			desconocido
271	aprobada	23	86.65	2592	6.10	14.32	79.48	19			desconocido
272	impuestos	12	45.21	1355	3.19	14.29	41.42	7			desconocido
